id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_ejected
3403223,7061813,2,1,male,27,severe injury,1,1
3403232,7061820,1,1,male,28,complaint of pain,1,0
3403244,7061839,1,1,female,25,complaint of pain,1,1
3403245,7061839,2,2,female,17,no injury,3,0
3403246,7061840,1,1,male,24,other visible injury,1,1
3403304,7061882,1,2,female,21,no injury,3,0
3403305,7061882,1,2,female,18,no injury,4,0
3403306,7061882,1,2,female,18,no injury,6,0
3403307,7061882,2,1,male,25,other visible injury,1,1
3403308,7061882,2,2,female,21,other visible injury,2,1
3403312,7061885,1,1,male,24,other visible injury,1,0
3403313,7061886,2,1,female,48,severe injury,1,1
3403314,7061887,1,1,male,49,other visible injury,1,1
3403325,7061895,1,2,female,84,complaint of pain,3,3
3403326,7061895,2,1,female,32,complaint of pain,1,3
3403454,7062085,1,1,male,22,complaint of pain,1,1
3403473,7062116,2,5,male,23,complaint of pain,1,1
3403480,7062119,1,1,male,67,severe injury,1,1
3403495,7062136,1,2,female,20,no injury,3,0
3403496,7062136,2,1,male,32,complaint of pain,1,1
3403560,7062181,1,1,male,25,other visible injury,1,1
3403575,7062198,2,1,female,48,complaint of pain,1,3
3403577,7062200,2,1,male,30,complaint of pain,1,0
3403578,7062201,1,1,male,50,other visible injury,1,1
3403588,7062207,1,1,male,36,complaint of pain,1,1
3403708,7062335,1,1,male,25,complaint of pain,1,1
3403714,7062345,2,1,male,50,complaint of pain,1,0
3403734,7062357,2,1,male,28,other visible injury,1,1
3403735,7062358,1,1,male,49,other visible injury,1,2
3403743,7062363,1,1,male,41,other visible injury,1,1
3403747,7062371,1,2,female,18,no injury,3,0
3403748,7062371,2,1,female,39,other visible injury,1,0
3403782,7062405,1,1,,24,other visible injury,1,1
3403789,7062407,2,1,male,47,severe injury,1,1
3403813,7062445,2,1,male,24,complaint of pain,1,0
3403859,7062487,2,1,male,49,complaint of pain,1,0
3403889,7062506,1,2,female,8,no injury,4,0
3403890,7062506,2,1,male,33,severe injury,1,1
3403904,7062508,1,1,male,35,other visible injury,1,1
3403908,7062513,1,1,male,26,other visible injury,1,1
3403914,7062516,2,1,male,16,other visible injury,1,1
3403915,7062517,2,3,male,71,other visible injury,9,3
3403947,7062546,1,1,male,53,severe injury,1,1
3403948,7062548,2,1,male,26,other visible injury,1,1
3403970,7062561,1,1,male,22,other visible injury,1,0
3403993,7062578,1,2,male,24,no injury,2,0
3403994,7062578,2,1,male,31,complaint of pain,1,1
3403995,7062578,2,2,female,34,complaint of pain,2,0
3404064,7062632,1,2,female,49,no injury,3,0
3404065,7062632,1,2,female,14,no injury,4,0
3404066,7062632,1,2,female,14,no injury,6,0
3404067,7062632,2,1,male,31,complaint of pain,1,1
3404151,7062716,1,1,male,24,other visible injury,1,1
3404179,7062731,1,1,male,36,severe injury,1,0
3404191,7062750,2,1,male,31,severe injury,1,1
3404192,7062751,1,1,male,30,other visible injury,1,1
3404229,7062816,1,1,male,49,other visible injury,1,0
3404246,7062827,1,1,male,22,complaint of pain,1,0
3404278,7062844,1,1,male,45,severe injury,1,1
3404344,7062902,2,1,male,36,complaint of pain,1,0
3404381,7062942,1,1,male,44,severe injury,1,0
3404414,7062966,1,1,female,21,other visible injury,1,1
3404415,7062966,2,2,female,30,no injury,3,0
3404425,7062974,1,2,male,25,no injury,3,0
3404426,7062974,1,2,female,53,no injury,4,0
3404427,7062974,1,2,male,21,no injury,6,0
3404488,7063018,2,2,female,20,complaint of pain,2,1
3404495,7063021,1,1,male,26,severe injury,1,0
3404497,7063023,1,1,male,27,other visible injury,1,0
3404504,7063029,1,1,male,48,complaint of pain,1,1
3404556,7063066,2,1,female,48,other visible injury,1,1
3404559,7063068,1,1,male,59,severe injury,1,0
3404579,7063081,2,3,female,55,other visible injury,9,3
3404602,7063098,1,4,male,29,other visible injury,9,0
3404603,7063098,2,2,female,15,complaint of pain,3,0
3404613,7063110,1,2,male,19,no injury,5,0
3404614,7063110,1,2,male,18,no injury,3,0
3404615,7063110,2,2,female,29,no injury,4,0
3404616,7063110,2,1,male,39,complaint of pain,1,0
3404624,7063123,2,1,male,51,other visible injury,1,0
3404626,7063125,1,1,male,55,complaint of pain,1,2
3404801,7063329,2,1,male,28,complaint of pain,1,0
3404849,7063379,1,2,male,53,complaint of pain,3,0
3404850,7063379,1,2,male,2,no injury,5,0
3404851,7063379,1,2,female,10,no injury,4,0
3404852,7063379,4,1,male,34,complaint of pain,1,0
3404853,7063379,5,1,male,30,complaint of pain,1,0
3404896,7063419,1,2,male,58,no injury,3,0
3404897,7063419,2,1,male,37,other visible injury,1,1
3404899,7063422,2,1,male,23,complaint of pain,1,0
3404907,7063433,2,1,male,40,complaint of pain,1,0
3404918,7063446,1,1,male,60,other visible injury,1,2
3404964,7063482,2,1,male,24,other visible injury,1,1
3405048,7063562,1,1,male,23,complaint of pain,1,1
3405072,7063590,2,1,male,26,complaint of pain,1,0
3405074,7063592,1,2,female,,no injury,3,0
3405075,7063592,2,1,male,44,complaint of pain,1,0
3405107,7063611,2,1,male,62,other visible injury,1,0
3405129,7063636,1,1,male,74,complaint of pain,1,0
3405130,7063636,1,2,female,72,complaint of pain,3,0
3405225,7063758,1,1,male,38,other visible injury,1,3
3405228,7063761,1,1,male,27,other visible injury,1,1
3405229,7063761,2,2,female,44,no injury,3,0
3405230,7063761,2,2,male,17,no injury,6,0
3405231,7063761,2,2,male,14,no injury,4,0
3405232,7063762,1,1,male,31,other visible injury,1,1
3405245,7063780,1,1,male,46,other visible injury,1,0
3405296,7063830,1,2,male,23,no injury,3,0
3405297,7063830,2,1,male,28,complaint of pain,1,1
3405316,7063844,1,1,male,18,other visible injury,1,2
3405336,7063863,1,1,male,41,other visible injury,1,1
3405414,7063966,2,1,,51,other visible injury,1,1
3405424,7063976,1,2,male,6,no injury,3,0
3405425,7063976,1,2,female,42,no injury,3,0
3405430,7063981,1,1,male,27,other visible injury,1,1
3405443,7063993,1,1,female,31,severe injury,1,1
3405444,7063993,3,2,female,39,no injury,3,0
3405445,7063993,3,2,male,66,no injury,4,0
3405446,7063993,3,2,female,2,no injury,6,0
3405460,7064002,1,2,male,,no injury,3,0
3405467,7064009,1,1,male,40,other visible injury,1,1
3405495,7064036,2,1,male,41,complaint of pain,1,3
3405523,7064082,2,1,male,72,other visible injury,1,1
3405524,7064082,3,2,female,46,no injury,3,0
3405525,7064082,3,2,male,26,no injury,6,0
3405556,7064104,1,1,male,29,complaint of pain,1,0
3405559,7064106,1,2,female,28,no injury,2,0
3405560,7064106,2,1,,50,complaint of pain,1,0
3405606,7064164,1,1,male,29,other visible injury,1,1
3405630,7064193,1,3,male,46,other visible injury,0,0
3405631,7064193,2,1,male,31,other visible injury,1,1
3405632,7064193,2,2,female,23,other visible injury,2,1
3405684,7064255,2,1,male,28,other visible injury,1,3
3405692,7064261,1,1,male,47,complaint of pain,1,1
3405693,7064262,1,1,male,30,other visible injury,1,1
3405696,7064264,1,1,male,66,severe injury,1,1
3405713,7064272,2,1,male,33,other visible injury,1,1
3405732,7064279,1,1,male,23,severe injury,1,1
3405800,7064337,1,1,male,38,other visible injury,1,1
3405830,7064362,1,2,female,22,complaint of pain,4,1
3405831,7064362,1,1,male,23,complaint of pain,1,1
3405852,7064380,2,1,male,59,complaint of pain,1,0
3405859,7064384,1,1,male,31,other visible injury,1,2
3405860,7064384,2,2,,21,no injury,3,0
3405962,7064484,2,1,male,26,other visible injury,1,1
3406010,7064515,1,1,male,69,severe injury,1,1
3406011,7064515,2,2,male,42,no injury,3,0
3406019,7064521,1,1,male,41,other visible injury,1,1
3406024,7064530,1,1,male,62,other visible injury,1,1
3406053,7064564,2,1,male,29,other visible injury,1,2
3406078,7064585,2,2,male,28,no injury,3,0
3406079,7064585,2,2,female,22,no injury,4,0
3406083,7064590,1,1,male,18,other visible injury,1,0
3406084,7064590,1,2,male,19,other visible injury,4,0
3406085,7064590,1,2,female,17,complaint of pain,6,0
3406086,7064590,2,1,male,21,complaint of pain,1,0
3406121,7064602,1,1,male,56,other visible injury,1,1
3406124,7064604,2,1,male,21,complaint of pain,1,1
3406146,7064613,1,2,male,33,no injury,3,0
3406147,7064613,1,2,female,12,no injury,6,0
3406148,7064613,2,1,male,32,complaint of pain,0,0
3406161,7064628,2,1,male,40,other visible injury,1,2
3406163,7064630,1,1,male,26,other visible injury,1,1
3406164,7064630,2,2,male,31,no injury,3,0
3406175,7064637,1,1,male,73,other visible injury,1,0
3406197,7064651,1,1,male,69,complaint of pain,1,1
3406239,7064676,1,1,male,56,other visible injury,1,1
3406312,7064742,1,1,male,20,other visible injury,1,1
3406313,7064742,2,2,male,89,no injury,3,0
3406368,7064780,1,1,male,21,other visible injury,1,0
3406408,7064812,1,2,female,33,no injury,3,0
3406409,7064812,1,2,female,2,no injury,4,0
3406459,7064861,1,1,male,31,complaint of pain,1,0
3406462,7064864,1,1,male,22,other visible injury,1,1
3406466,7064867,1,1,female,22,complaint of pain,3,1
3406520,7064909,1,1,male,21,other visible injury,1,1
3406524,7064912,2,1,male,34,complaint of pain,1,0
3406574,7064948,2,2,female,45,no injury,3,0
3406575,7064948,2,2,male,15,no injury,4,0
3406576,7064948,2,2,male,9,no injury,5,0
3406579,7064950,1,1,male,32,other visible injury,1,1
3406580,7064950,2,2,male,49,no injury,3,0
3406581,7064950,3,1,female,28,complaint of pain,1,0
3406588,7064954,1,1,male,54,severe injury,1,1
3406598,7064960,1,1,male,79,severe injury,1,1
3406606,7064963,1,1,male,29,severe injury,1,1
3406645,7064993,1,1,male,30,complaint of pain,1,1
3406647,7064995,1,1,female,83,other visible injury,1,1
3406675,7065024,1,1,male,27,other visible injury,1,1
3406676,7065024,2,2,male,18,complaint of pain,3,0
3406677,7065024,2,2,male,16,no injury,6,0
3406685,7065034,1,1,male,33,other visible injury,1,1
3406689,7065037,1,1,male,20,other visible injury,1,1
3406789,7065114,1,1,male,37,complaint of pain,1,1
3406867,7065160,1,1,male,28,severe injury,1,0
3406882,7065167,1,1,male,29,complaint of pain,1,1
3406883,7065167,2,1,male,47,complaint of pain,1,0
3406905,7065180,2,1,male,44,other visible injury,1,1
3406906,7065181,1,1,male,28,other visible injury,1,0
3406907,7065181,1,2,female,30,no injury,3,0
3406944,7065202,1,1,male,27,other visible injury,1,1
3406945,7065202,2,2,male,71,no injury,3,0
3406946,7065202,2,2,female,66,no injury,6,0
3406949,7065204,2,1,male,54,complaint of pain,1,1
3406955,7065209,1,2,male,51,no injury,3,0
3406956,7065209,3,1,male,32,complaint of pain,1,1
3406957,7065210,1,1,female,29,other visible injury,1,1
3406976,7065221,1,1,male,25,severe injury,1,1
3406977,7065222,1,1,male,58,severe injury,1,1
3407015,7065242,1,1,male,53,complaint of pain,1,2
3407016,7065242,1,2,female,63,complaint of pain,2,1
3407017,7065243,1,2,female,44,other visible injury,2,1
3407018,7065243,1,1,male,47,other visible injury,1,1
3407056,7065262,1,1,male,24,complaint of pain,6,0
3407057,7065262,2,2,female,14,no injury,3,0
3407058,7065262,2,2,female,13,no injury,4,0
3407059,7065262,2,2,male,2,no injury,6,0
3407068,7065268,2,1,male,28,other visible injury,1,0
3407093,7065281,1,1,male,31,other visible injury,1,1
3407108,7065294,1,1,male,59,severe injury,1,0
3407109,7065294,3,2,male,14,no injury,4,0
3407110,7065294,3,2,female,33,no injury,3,0
3407111,7065294,3,2,male,70,no injury,6,0
3407112,7065295,1,1,male,28,complaint of pain,1,1
3407165,7065321,2,1,male,37,other visible injury,1,1
3407190,7065335,1,4,male,15,other visible injury,1,1
3407191,7065335,2,1,male,62,severe injury,1,1
3407197,7065338,1,1,male,31,other visible injury,1,1
3407198,7065339,1,1,male,23,complaint of pain,1,1
3407208,7065345,2,1,male,30,complaint of pain,1,1
3407253,7065370,1,1,male,26,complaint of pain,1,1
3407276,7065384,1,1,female,56,complaint of pain,1,1
3407279,7065387,1,2,female,,no injury,3,0
3407280,7065387,2,1,male,61,other visible injury,1,0
3407282,7065389,1,1,male,50,severe injury,1,1
3407289,7065391,2,1,male,22,other visible injury,1,1
3407303,7065400,1,1,male,24,other visible injury,1,2
3407304,7065400,2,2,female,75,no injury,3,0
3407365,7065434,1,1,male,24,other visible injury,1,1
3407380,7065439,1,1,male,19,severe injury,1,1
3407413,7065454,2,1,,30,severe injury,1,1
3407432,7065460,1,1,male,24,severe injury,1,1
3407449,7065470,1,1,male,62,other visible injury,1,1
3407454,7065472,1,1,male,15,complaint of pain,1,1
3407463,7065478,1,1,male,35,other visible injury,1,1
3407476,7065484,1,1,male,58,other visible injury,1,1
3407477,7065485,1,2,female,80,no injury,3,0
3407478,7065485,1,2,female,73,no injury,6,0
3407479,7065485,2,1,male,37,complaint of pain,1,0
3407500,7065496,1,1,female,54,other visible injury,1,1
3407506,7065501,2,1,male,48,complaint of pain,1,1
3407552,7065539,1,1,male,24,severe injury,1,1
3407553,7065539,2,2,female,40,other visible injury,3,0
3407554,7065539,2,1,male,43,complaint of pain,1,0
3407555,7065539,2,2,male,10,no injury,4,0
3407556,7065539,2,2,male,8,no injury,6,0
3407606,7065578,2,1,male,24,complaint of pain,1,1
3407625,7065593,1,1,male,34,complaint of pain,1,1
3407720,7065681,1,1,male,22,complaint of pain,1,0
3407735,7065691,1,1,male,26,other visible injury,1,1
3407755,7065707,1,1,male,25,other visible injury,1,1
3407763,7065718,1,1,male,60,other visible injury,1,0
3407769,7065720,1,1,male,56,other visible injury,1,1
3407770,7065720,1,2,female,50,complaint of pain,2,0
3407777,7065722,1,2,female,77,complaint of pain,3,0
3407778,7065722,2,1,male,41,severe injury,1,1
3407779,7065722,2,2,male,78,no injury,4,0
3407784,7065727,1,1,male,19,other visible injury,1,1
3407785,7065727,2,2,female,20,no injury,3,0
3407788,7065730,1,1,female,53,other visible injury,1,1
3407789,7065732,1,2,female,14,no injury,3,0
3407790,7065732,2,1,male,54,severe injury,1,0
3407793,7065734,1,1,male,22,complaint of pain,1,0
3407794,7065734,2,2,female,25,no injury,3,0
3407797,7065737,1,1,male,21,other visible injury,1,1
3407801,7065740,1,1,male,39,severe injury,1,1
3407829,7065756,1,2,female,52,no injury,3,0
3407830,7065756,1,2,male,51,no injury,4,0
3407831,7065756,1,2,female,48,no injury,6,0
3407832,7065756,2,1,male,52,severe injury,1,1
3407906,7065790,1,2,female,1,no injury,4,0
3407907,7065790,2,1,male,26,other visible injury,1,1
3407916,7065796,1,1,male,36,complaint of pain,1,1
3407920,7065798,1,2,female,4,no injury,6,0
3407921,7065798,2,2,male,29,complaint of pain,1,0
3407954,7065811,5,1,male,39,complaint of pain,1,1
3407961,7065815,2,1,male,35,other visible injury,1,1
3407970,7065819,1,1,male,48,other visible injury,1,1
3408074,7065896,2,1,male,23,complaint of pain,1,1
3408081,7065913,1,1,male,24,severe injury,1,0
3408155,7065982,2,2,male,78,no injury,3,0
3408156,7065982,4,1,male,28,complaint of pain,1,0
3408166,7065986,1,1,male,28,complaint of pain,1,1
3408170,7065990,2,1,male,21,other visible injury,1,1
3408181,7065996,1,1,male,65,other visible injury,1,0
3408219,7066018,1,1,male,67,complaint of pain,1,0
3408220,7066019,2,1,male,44,other visible injury,1,1
3408224,7066022,1,2,male,25,no injury,3,0
3408225,7066022,2,1,male,69,other visible injury,1,0
3408226,7066023,1,1,male,32,other visible injury,1,1
3408238,7066031,1,1,male,28,other visible injury,1,1
3408252,7066036,2,1,male,42,other visible injury,1,0
3408254,7066038,2,1,male,28,other visible injury,1,2
3408332,7066077,1,1,male,35,other visible injury,1,0
3408340,7066080,1,1,male,35,severe injury,1,1
3408341,7066080,2,2,female,12,no injury,3,0
3408342,7066080,3,2,male,30,no injury,3,0
3408376,7066103,1,1,male,37,other visible injury,1,1
3408405,7066120,1,1,male,27,complaint of pain,1,0
3408410,7066124,1,2,female,14,no injury,3,0
3408411,7066124,1,2,male,12,no injury,6,0
3408412,7066124,2,1,male,23,other visible injury,1,0
3408437,7066143,1,2,male,2,no injury,4,0
3408438,7066143,1,2,female,10,no injury,6,0
3408439,7066143,1,1,male,41,other visible injury,1,2
3408475,7066161,2,1,male,58,other visible injury,1,1
3408494,7066178,1,2,male,66,no injury,2,0
3408495,7066178,2,1,male,59,complaint of pain,1,2
3408496,7066178,2,2,female,50,complaint of pain,2,1
3408506,7066185,1,1,male,30,complaint of pain,9,1
3408507,7066186,2,1,male,26,complaint of pain,1,1
3408508,7066188,2,1,,57,complaint of pain,1,3
3408532,7066201,1,1,male,25,other visible injury,1,2
3408555,7066214,1,1,male,19,other visible injury,1,0
3408556,7066214,1,2,female,20,other visible injury,1,0
3408567,7066221,1,1,male,36,other visible injury,1,1
3408592,7066241,1,1,male,5,other visible injury,1,0
3408594,7066243,2,1,male,26,complaint of pain,1,1
3408620,7066266,2,1,male,36,other visible injury,1,0
3408625,7066270,2,1,male,31,complaint of pain,1,1
3408703,7066318,2,1,male,47,severe injury,1,1
3408704,7066319,1,1,male,26,complaint of pain,1,1
3408716,7066331,1,1,male,39,other visible injury,1,0
3408722,7066335,1,1,male,65,complaint of pain,1,0
3408733,7066343,1,3,female,54,severe injury,9,0
3408755,7066361,1,1,male,22,other visible injury,1,0
3408756,7066361,2,2,male,17,no injury,3,0
3408757,7066361,2,2,male,17,no injury,6,0
3408774,7066370,2,1,male,56,complaint of pain,9,1
3408812,7066410,2,1,male,31,other visible injury,1,0
3408822,7066416,1,1,male,60,other visible injury,1,1
3408825,7066421,1,1,male,39,severe injury,1,0
3408850,7066435,1,1,male,80,complaint of pain,1,1
3408866,7066442,1,1,female,44,complaint of pain,1,3
3408872,7066446,2,1,male,82,other visible injury,1,0
3408886,7066458,1,2,female,43,no injury,3,0
3408887,7066458,1,2,female,12,no injury,4,0
3408888,7066458,1,2,male,16,no injury,6,0
3408925,7066481,2,1,male,41,other visible injury,1,0
3409022,7066529,1,1,male,28,other visible injury,1,1
3409023,7066530,1,1,male,34,complaint of pain,1,1
3409046,7066543,1,1,male,29,complaint of pain,1,0
3409077,7066568,2,1,male,42,other visible injury,1,1
3409078,7066568,2,2,female,28,other visible injury,2,1
3409136,7066610,1,1,male,59,complaint of pain,1,0
3409137,7066610,2,1,male,22,other visible injury,1,1
3409145,7066616,1,1,male,72,other visible injury,1,3
